WKT;UF;Área Tarifação;sigla;UF_Sigla;Sigla Prisma;Unidade de Negócio;Região;CM Ability;Nome do Site;Endereço;;Município;Latitude;Longitude;Fiscal responsável Vivo;Coordenador Vivo;Coordenador responsável Ability;Classificação Contratual;Modalidade;Tipo de Site;Site ao qual está associado;Detentor do site (conforme Science ou atualizações de campo);Detentor do gabinete (conforme PMTS);Sequencial Science;Monoerb;Site com GMG;Site com GPON da Rede Fixa;;;
POINT (-49.666508 -25.971986);PR;41.0;CXN;PR_CXN;M.PR.CXN;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;Campo do Tenente;R. ANDRÉ VALENGA;85;CAMPO DO TENENTE;-25.971.986;-49.666.508;Ronaldo Vargas;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CLARO;;907;992;NÃO;;;;
POINT (-49.683558 -25.977833);PR;41.0;C0B;PR_C0B;M.PR.C0B;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CAMPO DO TENENTE - CENTRO;RUA MARIA CLARA BRANDÃO TESSEROLE;97; CAMPO DO TEN;CAMPO DO TENENTE;-25.977.833;-49.683.558;Ronaldo Vargas;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;88;796;NÃO;;
POINT (-49.507944 -25.437889);PR;41.0;CFT;PR_CFT;M.PR.CFT;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;CAMPO LARGO FIAT;AV TRITEC - Nº S/N (FIAT);CAMPO LARGO;-25.437.889;-49.507.944;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TELXIUS;;995;514;NÃO;;;;;
POINT (-49.526944 -25.4575);PR;41.0;CLG;PR_CLG;M.PR.CLG;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;CAMPO LARGO  CENTRO;RUA DOM PEDRO II; S/N;CAMPO LARGO;-254.575;-49.526.944;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L;Custo Fixo;ERB / Site de TX;;ATC;;907;681;NÃO;;X;;
POINT (-49.558889 -25.455278);PR;41.0;LGB;PR_LGB;M.PR.LGB;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;CAMPO LARGO  Bom Jesus;RUA DAS ORQUIDEAS; S/N;CAMPO LARGO;-25.455.278;-49.558.889;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SBA;;907;680;NÃO;;;;
POINT (-49.496289 -25.444694);PR;41.0;LGO;PR_LGO;M.PR.LGO;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;CAMPO LARGO  Rondinha;BR 277; KM 114; N.O 85;CAMPO LARGO;-25.444.694;-49.496.289;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TELXIUS;;907;722;NÃO;;;
POINT (-49.434094 -25.431647);PR;41.0;LGR;PR_LGR;M.PR.LGR;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;CAMPO LARGO  BR 277;RODOVIA BR 277; KM 107;5;CAMPO LARGO;-25.431.647;-49.434.094;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SBA;;907;723;NÃO;;;
POINT (-49.545694 -25.468222);PR;41.0;CSV;PR_CSV;M.PR.CSV;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;CAMPO LARGO - SÃO VICENTE ; Trav. Miguel Czlusniak - Nº 275;CAMPO LARGO;-25.468.222;-49.545.694;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CSS - CELL SITE SOLUTIONS;;1;17;709;NÃO;;;;
POINT (-49.5638 -25.472589);PR;41.0;CLE;PR_CLE;M.PR.CLE;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;CAMPO LARGO - JARDIM ESMERALDA;RUA PEDRO MASSUQUETO;475;CAMPO LARGO;-25.472.589;-495.638;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;PHOENIX;;1;58;92;NÃO;;;
POINT (-49.490028 -25.445944);PR;41.0;CLR;PR_CLR;M.PR.CLR;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;CAMPO LARGO - RONDINHA;RUA VEREADOR AUGUSTINHO CUNICO;645;CAMPO LARGO;-25.445.944;-49.490.028;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SBA;;1;82;650;NÃO;;;
POINT (-49.540917 -25.504528);PR;41.0;CL3;PR_CL3;M.PR.CL3;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;CAMPO LARGO 3;RUA PALMARES;176;CAMPO LARGO;-25.504.528;-49.540.917;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;64;368;NÃO;;;
POINT (-49.524727 -25.444386);PR;41.0;CLS;PR_CLS;M.PR.CLS;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;CAMPO LARGO - SÃO JOSÉ;RUA ANTONIO BIZETTO (LOTE 13); S/N;CAMPO LARGO;-25.444.386;-49.524.727;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;64;366;NÃO;;;
POINT (-49.50921 -25.435001);PR;41.0;1IA;PR_1IA;M.PR.1IA;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;CAMPO LARGO - FIAT SMALL CELL 3;;CAMPO LARGO;-25.435.001;-4.950.921;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ K2;Sob demanda - Básica;SmallCell;;VIVO;;1;84;607;NÃO;;;;
POINT (-49.50912 -25.435333);PR;41.0;1IF;PR_1IF;M.PR.1IF;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;CAMPO LARGO - FIAT SMALL CELL 2;;CAMPO LARGO;-25.435.333;-4.950.912;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ K2;Sob demanda - Básica;SmallCell;;VIVO;;1;84;715;NÃO;;;;
POINT (-49.509034 -25.435654);PR;41.0;1IT;PR_1IT;M.PR.1IT;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;CAMPO LARGO - FIAT SMALL CELL 1;;CAMPO LARGO;-25.435.654;-49.509.034;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ K2;Sob demanda - Básica;SmallCell;;VIVO;;1;84;127;NÃO;;;;
POINT (-49.570056 -25.459778);PR;41.0;D0F;PR_D0F;M.PR.D0F;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;CAMPO LARGO - JARDIM ITAQUI;RUA MIGUEL JÚLIO; S/N - JARDIM BELA VISTA;CAMPO LARGO;-25.459.778;-49.570.056;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;88;781;NÃO;;;
POINT (-49.546444 -25.462892);PR;41.0;C0E;PR_C0E;M.PR.C0E;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;CAMPO LARGO - VITÓRIO BURCH;RUA VITÓRIO BUCH; 531 - BOM JESUS;CAMPO LARGO;-25.462.892;-49.546.444;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;88;789;NÃO;;;
POINT (-49.411856 -25.429044);PR;41.0;C0G;PR_C0G;M.PR.C0G;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;CAMPO LARGO - VILA DOM PEDRO II;RUA VICENTE NALEPA; 676 - VILA DOM PEDRO;CAMPO LARGO;-25.429.044;-49.411.856;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;88;786;NÃO;;;
POINT (-49.536944 -25.448892);PR;41.0;C0C;PR_C0C;M.PR.C0C;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;CAMPO LARGO - JARDIM BUSMAYER;TRAVESSA EMILIO BUSMAYER; S/N - JARDIM BUSMAYER;CAMPO LARGO;-25.448.892;-49.536.944;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TBSA;;1;63;268;NÃO;;;
POINT (-49.477611 -25.447722);PR;41.0;C0D;PR_C0D;M.PR.C0D;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;CAMPO LARGO - RONDINHA 2;RUA ALCIDES VALENTINO ZANELLA; 2034 - JARDIM RONDINHA;CAMPO LARGO;-25.447.722;-49.477.611;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ K2;Sob demanda - Básica;ERB / Site de TX;;VIVO;;1;88;813;NÃO;;;
POINT (-49.3928 -25.4636);PR;41.0;CVT;PR_CVT;M.PR.CVT;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;CAMPO LARGO - VILA TORRES;RUA ANTONIO GUAREZI; 333 - VILA TORRES I;CAMPO LARGO;-254.636;-493.928;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;QMC;VIVO;1;107;650;NÃO;;;
POINT (-49.429694 -25.376425);PR;41.0;CMG;PR_CMG;M.PR.CMG;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;Campo Magro;PROLONGAMENTO DA RUA ANDRE ALEIZ; S/N;CAMPO MAGRO;-25.376.425;-49.429.694;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SBA;;908;513;NÃO;;;;
POINT (-49.368869 -25.384308);PR;41.0;CMP;PR_CMP;M.PR.CMP;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;CAMPO MAGRO - PASSAÚNA;RUA LUIZ FRANCISCO PAIZE;260;CAMPO MAGRO;-25.384.308;-49.368.869;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;83;712;NÃO;;;
POINT (-49.454372 -25.369183);PR;41.0;C0I;PR_C0I;M.PR.C0I;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;CAMPO MAGRO - FRANCISCO DE PAULA;RUA FRANCISCO DE PAULA; 125 - CENTRO;CAMPO MAGRO;-25.369.183;-49.454.372;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;88;787;NÃO;;;
POINT (-49.421669 -25.372781);PR;41.0;C0H;PR_C0H;M.PR.C0H;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;CAMPO MAGRO - ANTÔNIO BOSSA;RUA ANTÔNIO BOSA; 841 - CAMPO MAGRO;CAMPO MAGRO;-25.372.781;-49.421.669;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;OI;;1;88;788;NÃO;;;
POINT (-49.201538 -25.365191);PR;41.0;BXE;PR_BXE;M.PR.BXE;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;Colombo Rio Verde;Rod. Pedreira x Rua Dalazuana A. Frasão; s/nº;COLOMBO;-25.365.191;-49.201.538;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ K2;Sob demanda - Básica;ERB / Site de TX;;VIVO;;977;454;NÃO;;;;
POINT (-49.167781 -25.381944);PR;41.0;BPL;PR_BPL;M.PR.BPL;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;Colombo Palmital;R ALFREDO PUPPI; AO LADO DO N° 191 - N° S/N;COLOMBO;-25.381.944;-49.167.781;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CLARO;;983;214;NÃO;;;;
POINT (-49.220481 -25.3252);PR;41.0;BRU;PR_BRU;M.PR.BRU;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;COLOMBO - RODOVIA DA UVA;Rodovia da Uva - PR 417 Nº S/n (ao ld 4580);COLOMBO;-253.252;-49.220.481;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CSS - CELL SITE SOLUTIONS;;1;16;674;NÃO;;;;
POINT (-49.151111 -25.34333);PR;41.0;BSD;PR_BSD;M.PR.BSD;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;COLOMBO - SÃO DIMAS;Rua Aurora Budel Alberti; S/N;COLOMBO;-2.534.333;-49.151.111;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CSS - CELL SITE SOLUTIONS;;977;434;NÃO;;;;
POINT (-49.200814 -25.345458);PR;41.0;BSG;PR_BSG;M.PR.BSG;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;COLOMBO - SÃO GABRIEL ;RUA FRANCISCO SOPPA;104;COLOMBO;-25.345.458;-49.200.814;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;16;634;NÃO;;;
POINT (-49.133058 -25.373611);PR;41.0;BXC;PR_BXC;M.PR.BXC;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;COLOMBO - CANGUIRI (REMANEJ. BXB);RODOVIA BR 116; km 87 - Nº S/N;COLOMBO;-25.373.611;-49.133.058;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;13;274;NÃO;;;
POINT (-49.138694 -25.384528);PR;41.0;BXM;PR_BXM;M.PR.BXM;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;COLOMBO SANTA MÔNICA;RUA PRESIDENTE JUSCELINO KUBITSCHEK;200;COLOMBO;-25.384.528;-49.138.694;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;918;809;NÃO;;;;
POINT (-49.231069 -25.297238);PR;41.0;CBX;PR_CBX;M.PR.CBX;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;Colombo Centro;RUA ANTONIO PRADO;9;COLOMBO;-25.297.238;-49.231.069;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L1;Sob demanda - Completa;ERB / Site de TX;;ATC;;907;676;NÃO;;;;
POINT (-49.152747 -25.315078);PR;41.0;CXR;PR_CXR;M.PR.CXR;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;COLOMBO JARDIM CRISTINA;ROD BR 476 N 497;COLOMBO;-25.315.078;-49.152.747;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L;Custo Fixo;ERB / Site de TX;;CLARO;;923;87;NÃO;;;;;
POINT (-49.1838 -25.379183);PR;41.0;BXV;PR_BXV;M.PR.BXV;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;Colombo Vila Atuba;AVENIDA ABEL SCUSSIATO; S/N;COLOMBO;-25.379.183;-491.838;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ I;Custo Fixo;ERB / Site de TX;;TELXIUS;;907;675;NÃO;X;;;
POINT (-49.179158 -25.360183);PR;41.0;BXJ;PR_BXJ;M.PR.BXJ;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;Colombo Joaquim Rocha;RUA JOAQUIM ROCHA; AO LADO DO 775;COLOMBO;-25.360.183;-49.179.158;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L;Custo Fixo;ERB / Site de TX;;SBA;;907;725;NÃO;;X;;
POINT (-49.221111 -25.352778);PR;41.0;BXS;PR_BXS;M.PR.BXS;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;Colombo V. Sta Maria;RUA MANOEL DA SILVA ROSA;138;COLOMBO;-25.352.778;-49.221.111;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SBA;;907;674;NÃO;;;;
POINT (-49.157694 -25.362694);PR;41.0;BUA;PR_BUA;M.PR.BUA;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;COLOMBO - GUARAITUBA;RUA JAGUARIAÍVA;348;COLOMBO;-25.362.694;-49.157.694;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CSS - CELL SITE SOLUTIONS;;1;83;709;NÃO;;;
POINT (-49.191361 -25.353583);PR;41.0;BXH;PR_BXH;M.PR.BXH;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;COLOMBO - VILA SANTA HELENA;RUA BELO HORIZONTE ; S/N;COLOMBO;-25.353.583;-49.191.361;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L;Custo Fixo;ERB / Site de TX;;ATC;;1;64;370;NÃO;;;
POINT (-49.184305 -25.360919);PR;41.0;BPS;PR_BPS;M.PR.BPS;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;COLOMBO - PARK SHOPPING;RUA DORVAL CECCON;664;COLOMBO;-25.360.919;-49.184.305;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;;;1;82;250;NÃO;;;
POINT (-49.150469 -25.325311);PR;41.0;C0O;PR_C0O;M.PR.C0O;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;COLOMBO - PARQUE MONTE CASTELO;RUA DOS JASMINS; 585 - SAO DIMAS;COLOMBO;-25.325.311;-49.150.469;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;88;753;NÃO;;;
POINT (-49.167222 -25.392558);PR;41.0;C0S;PR_C0S;M.PR.C0S;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;COLOMBO - ALPHAVILLE GRACIOSA;ESTRADA DA GRACIOSA; 2687 - CANGUIRI;COLOMBO;-25.392.558;-49.167.222;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;88;785;NÃO;;;
POINT (-49.207383 -25.364042);PR;41.0;C0Q;PR_C0Q;M.PR.C0Q;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;COLOMBO - VILA SÃO LUCAS;RUA SANTO ESTEVAO; 183 - CAMPO PEQUENO;COLOMBO;-25.364.042;-49.207.383;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;88;807;NÃO;;;
POINT (-49.144483 -25.374044);PR;41.0;C0R;PR_C0R;M.PR.C0R;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;COLOMBO - JARDIM PALMARES;RUA PRIMEIRO DE JANEIRO; 602 - CANGUIRI;COLOMBO;-25.374.044;-49.144.483;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TBSA;;1;88;803;NÃO;;;
POINT (-49.220556 -25.316194);PR;41.0;C0P;PR_C0P;M.PR.C0P;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;COLOMBO - PARQUE DO EMBU;RODOVIA DA UVA; S/N - EMBU;COLOMBO;-25.316.194;-49.220.556;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TBSA;;1;88;801;NÃO;;;
POINT (-49.225569 -25.292989);PR;41.0;C0N;PR_C0N;M.PR.C0N;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;COLOMBO - FRANCISCO CAMARGO;RUA FRANCISCO CAMARGO; S/N - CENTRO;COLOMBO;-25.292.989;-49.225.569;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;88;783;NÃO;;;
POINT (-49.16913 -25.34405);PR;41.0;BDA;PR_BDA;M.PR.BDA;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;COLOMBO - DAS GRAÇAS;RUA DA GABIROBEIRA; º 115; COLOMBO;COLOMBO;-2.534.405;-4.916.913;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;BTC;;1;87;82;NÃO;;
POINT (-49.19124 -25.37542);PR;41.0;BAR;PR_BAR;M.PR.BAR;M.CT.41.CTA_2;PR - Metropolitana Norte e Litoral;CURITIBA;COLOMBO - GUARANI;RUA KELVIN - VILA GUARANY - COLOMBO - PR - S/N - AO LADO DO 1045 -;COLOMBO;-2.537.542;-4.919.124;Antonio Carlos Gonçalves Barcellos;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CSS;;1;91;777;NÃO;;;;
POINT (-49.527736 -25.677497);PR;41.0;CAK;PR_CAK;M.PR.CAK;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;Contenda;AVENIDA GOVERNADOR MOISÉS LUPION; AO LADO DO 680;CONTENDA;-25.677.497;-49.527.736;Ronaldo Vargas;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;GTS;;907;739;NÃO;;;;
POINT (-49.587222 -25.708278);PR;41.0;ZCO;PR_ZCO;M.PR.ZCO;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;Contenda REP;BR 476 Km 45.;CONTENDA;-25.708.278;-49.587.222;Ronaldo Vargas;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L1;Sob demanda - Completa;ERB / Site de TX;;TELXIUS;;913;548;NÃO;;;;;
POINT (-49.543031 -25.674058);PR;41.0;C0T;PR_C0T;M.PR.C0T;M.CT.41.CTA_2;PR - Curitiba B e Metropolitana Sul;CURITIBA;CONTENDA - JARDIM ANA FRANCO CORDEIRO;ESTRADA COLONIAL JARDIM ANA MARIA CORDEIRO; S/N - JARDIM ANA FRANCO CORDEIRO;CONTENDA;-25.674.058;-49.543.031;Ronaldo Vargas;Davi Zaneli Marchetti;LUCAS BARROS LOPES;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;OI;;1;88;729;NÃO;;;
POINT (-49.301703 -25.498094);PR;41.0;CTA;PR_CTA;M.PR.CTA;M.CT.41.CTA_2;PR - Curitiba A;CURITIBA;CCC Pedro Gusso;Pedro Gusso;711;CURITIBA;-25.498.094;-49.301.703;Hélio Yamamoto;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 7 _ B3;Custo Fixo;CCC;;VIVO;;908;10;NÃO;X;X;;
POINT (-49.270581 -25.447083);PR;41.0;KBI;PR_KBI;M.PR.KBI;M.CT.41.CTA_2;PR - Curitiba A;CURITIBA;Curitiba Brasílio Itiberê;RUA NUNES MACHADO;1169;CURITIBA;-25.447.083;-49.270.581;Hélio Yamamoto;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TELXIUS;;907;646;NÃO;;;;
POINT (-49.270836 -25.434213);PR;41.0;KCG;PR_KCG;M.PR.KCG;M.CT.41.CTA_2;PR - Curitiba A;CURITIBA;Curitiba Pça.Carlos Gomes;RUA PEDRO IVO;298;CURITIBA;-25.434.213;-49.270.836;Hélio Yamamoto;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TELXIUS;;907;726;NÃO;;;;
POINT (-49.302778 -25.410556);PR;41.0;KCS;PR_KCS;M.PR.KCS;M.CT.41.CTA_2;PR - Curitiba A;CURITIBA;Curitiba Cascatinha;R ARISTIDES FERREIRA DE ANDRADE - Nº 161;CURITIBA;-25.410.556;-49.302.778;Hélio Yamamoto;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ K2;Sob demanda - Básica;ERB / Site de TX;;VIVO;;908;360;NÃO;;;;;
POINT (-49.270869 -25.424533);PR;41.0;KIM;PR_KIM;M.PR.KIM;M.CT.41.CTA_2;PR - Curitiba A;CURITIBA;Curitiba Ibis Muller;RUA MATEUS LEME;358;CURITIBA;-25.424.533;-49.270.869;Hélio Yamamoto;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TELXIUS;;907;684;NÃO;;;;
