WKT;UF;Área Tarifação;sigla;UF_Sigla;Sigla Prisma;Unidade de Negócio;Região;CM Ability;Nome do Site;Endereço;;Município;Latitude;Longitude;Fiscal responsável Vivo;Coordenador Vivo;Coordenador responsável Ability;Classificação Contratual;Modalidade;Tipo de Site;Site ao qual está associado;Detentor do site (conforme Science ou atualizações de campo);Detentor do gabinete (conforme PMTS);Sequencial Science;Monoerb;Site com GMG;Site com GPON da Rede Fixa;;;
POINT (-49.296264 -25.475592);PR;41.0;PRCTA_G1I38;;V2.PR.CTA.G1I38;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1I38;Rua Luiz Parigot de Souza; 336 - Portão;Curitiba;-25.475.592;-49.296.264;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ AV2;Custo Fixo;Armário indoor / Site de TX;;;VIVO;;;;;;;;
POINT (-49.228381 -25.423003);PR;41.0;PRCTA_G1I39;;V2.PR.CTA.G1I39;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1I39;Rua Bandeirantes Dias Cortês; 287 - Jardim Social ;Curitiba;-25.423.003;-49.228.381;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ AV2;Custo Fixo;Armário indoor / Site de TX;;;;;;;;;;;
POINT (-49.278639 -25.491236);PR;41.0;PRCTA_G1I65;;V2.PR.CTA.G1I65;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1I65;Professor Licio de Lima;  nº 2391  - Fanny;Curitiba;-25.491.236;-49.278.639;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ AV2;Custo Fixo;Armário indoor / Site de TX;;;;;;;;;;;
POINT (-49.337969 -25.566044);PR;41.0;PRCTA_G1I67;;V2.PR.CTA.G1I67;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1I67;Avenida Manoel Ribas nº 7080 - Santa Felicidade;Curitiba;-25.566.044;-49.337.969;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ AV2;Custo Fixo;Armário indoor / Site de TX;;;VIVO;;;;;;;;;
POINT (-49.2446 -25.431342);PR;41.0;PRCTA_G1I68;;V2.PR.CTA.G1I68;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1I68;Rua Reinaldinho Schaffemberg de Quadros; n.° 1376 - Alto da XV;Curitiba;-25.431.342;-492.446;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ AV2;Custo Fixo;Armário indoor / Site de TX;;;VIVO;;;;;;;;
POINT (-49.295731 -25.424564);PR;41.0;PRCTA_G1I69;;V2.PR.CTA.G1I69;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1I69;Rua Joaquim da Silva Sampaio; 427 - Mercês;Curitiba;-25.424.564;-49.295.731;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ AV2;Custo Fixo;Armário indoor / Site de TX;;;;;;;;;;;
POINT (-49.297861 -25.457225);PR;41.0;PRCTA_G1I72;;V2.PR.CTA.G1I72;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1I72;Profº Alvaro Jorge; 896 - Vila Izabel ;Curitiba;-25.457.225;-49.297.861;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ AV2;Custo Fixo;Armário indoor / Site de TX;;;VIVO;;;;;;;;
POINT (-49.277819 -25.458369);PR;41.0;PRCTA_G1I73;;V2.PR.CTA.G1I73;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1I73;Rua Samuel Cesar; 1100 - Água Verde;Curitiba;-25.458.369;-49.277.819;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ AV2;Custo Fixo;Armário indoor / Site de TX;;;VIVO;;;;;;;;
POINT (-49.289231 -25.467817);PR;41.0;PRCTA_G1I74;;V2.PR.CTA.G1I74;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1I74;Rua João Rodolfo Schlenker;354 - Água Verde;Curitiba;-25.467.817;-49.289.231;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ AV2;Custo Fixo;Armário indoor / Site de TX;;;;;;;;;;;
POINT (-49.262631 -25.41805);PR;41.0;PRCTA_G1I76;;V2.PR.CTA.G1I76;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1I76;Rua Mauá; Nº 827 (lote A-2) - Alto da Glória;Curitiba;-2.541.805;-49.262.631;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ AV2;Custo Fixo;Armário indoor / Site de TX;;;;;;;;;;;
POINT (-49.314486 -26.18355);PR;41.0;PRCTA_G1I78;;V2.PR.CTA.O1I78;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;CURITIBA - PARK SHOPPING BARIGUI;RUA PROFESSOR VIRIATO PARIGOT DE SOUZA; 600 - MOSSUNGUÊ;Curitiba;-2.618.355;-49.314.486;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;;;;;;;;;
POINT (-49.308425 -25.44015);PR;41.0;PRCTA_G1I79;;V2.PR.CTA.G1I79;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1I79;Princeza Isabel; 3565  - Bigorrilho;Curitiba;-2.544.015;-49.308.425;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ AV2;Custo Fixo;Armário indoor / Site de TX;;;VIVO;;;;;;;;
POINT (-49.282433 -25.432806);PR;41.0;PRCTA_G1I80;;V2.PR.CTA.G1I80;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1I80;Brigadeiro Franco; 1275 - Centro;Curitiba;-25.432.806;-49.282.433;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ AV2;Custo Fixo;Armário indoor / Site de TX;;;VIVO;;;;;;;;
POINT (-49.268769 -25.434819);PR;41.0;PRCTA_G1I81;;V2.PR.CTA.G1I81;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1I81;RUA LOURENÇO PINTO; 299 - CENTRO;Curitiba;-25.434.819;-49.268.769;Davi Zaneli Marchetti;ELENICE CONRAD;ASSOCIADO;Associado;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.263056 -25.430897);PR;41.0;PRCTA_G1I82;;V2.PR.CTA.G1I82;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1I82;Mariano Torres; 444 - Centro ;Curitiba;-25.430.897;-49.263.056;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ AV2;Custo Fixo;Armário indoor / Site de TX;;;VIVO;;;;;;;;
POINT (-49.254953 -25.453567);PR;41.0;PRCTA_G1I83;;V2.PR.CTA.G1I83;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1I83;(Switch PV) Rua Iapó; 1408  Terreo - Prado Velho;Curitiba;-25.453.567;-49.254.953;Davi Zaneli Marchetti;ELENICE CONRAD;ASSOCIADO;Associado;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.222464 -25.381336);PR;41.0;PRCTA_G1I84;;V2.PR.CTA.G1I84;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1I84;R. EDMUNDO ALBERTO MERCER; 834. - TINGUI (SITE 5);Curitiba;-25.381.336;-49.222.464;Davi Zaneli Marchetti;ELENICE CONRAD;ASSOCIADO;Associado;Armário outdoor;;;ATC;;;;;;;;
POINT (-49.224553 -25.461331);PR;41.0;PRCTA_G1I85;;V2.PR.CTA.G1I85;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1I85;Rua Tenente Brigadeiro Francisco Mello; 273 - JD DAS AMÉRICAS (SITE 9);Curitiba;-25.461.331;-49.224.553;Davi Zaneli Marchetti;ELENICE CONRAD;ASSOCIADO;Associado;Armário outdoor;;;ATC;;;;;;;;
;PR;41.0;PRCTA_G1I87;;V2.PR.CTA.G1I87;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1I87;RUA ANNA GARCIA DA SILVA;87;PILARZINHO; 82100-276;Curitiba;;;Davi Zaneli Marchetti;ELENICE CONRAD;ASSOCIADO;Associado;Armário outdoor;;;VIVO;;;;;;
POINT (-49.284319 -25.442369);PR;41.0;PRCTA_G1M01;;V2.PR.CTA.G1M01;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;BATEL;Av. Visconde de Guarapuava; nº 4468 - Batel;Curitiba;-25.442.369;-49.284.319;Davi Zaneli Marchetti;ELENICE CONRAD;ASSOCIADO;Associado;Armário outdoor;;;SBA;;;;;;;;
POINT (-49.256922 -25.408053);PR;41.0;PRCTA_G1M02;;V2.PR.CTA.G1M02;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1M02;Av. Anita Garibaldi; 453 - Juvevê (CCC CABRAL);Curitiba;-25.408.053;-49.256.922;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ AV2;Custo Fixo;Armário indoor / Site de TX;;;VIVO;;;;;;;;
POINT (-49.293889 -25.432778);PR;41.0;PRCTA_G1M03;;V2.PR.CTA.G1M03;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1M03;Rua Francisco Rocha; nº 1522 - Bigorrilho;Curitiba;-25.432.778;-49.293.889;Davi Zaneli Marchetti;ELENICE CONRAD;ASSOCIADO;Associado;Armário outdoor;;;TELXIUS;;;;;;;;
POINT (-49.251428 -25.425538);PR;41.0;PRCTA_G1M04;;V2.PR.CTA.G1M04;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1M04;Rua Travessa Kalil Karan; nº 122 - Alto da XV;Curitiba;-25.425.538;-49.251.428;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ AV2;Custo Fixo;Armário indoor / Site de TX;;;ATC;;;;;;;;
POINT (-49.327947 -25.529806);PR;41.0;PRCTA_G1M05;;V2.PR.CTA.G1M05;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1M05;Rua Paul Garfunkel; 46 - CIC;Curitiba;-25.529.806;-49.327.947;Davi Zaneli Marchetti;ELENICE CONRAD;ASSOCIADO;Associado;Armário outdoor;;;TELXIUS;;;;;;;;
POINT (-49.293889 -25.5125);PR;41.0;PRCTA_G1M06;;V2.PR.CTA.G1M06;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1M06;RODOVIA BR 116; KM 106 EM FRENTE A RUA ANDRÉ FERREIRA BARBOSA - XAXIM;Curitiba;-255.125;-49.293.889;Davi Zaneli Marchetti;ELENICE CONRAD;ASSOCIADO;Associado;Armário outdoor;;;SBA;;;;;;;;
POINT (-49.268611 -25.390833);PR;41.0;PRCTA_G1M07;;V2.PR.CTA.G1M07;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1M07;RUA EUGÊNIO GARIZA; AO LADO DO 148 - São Lourenço;Curitiba;-25.390.833;-49.268.611;Davi Zaneli Marchetti;ELENICE CONRAD;ASSOCIADO;Associado;Armário outdoor;;;TELXIUS;;;;;;;;
POINT (-49.320211 -25.451625);PR;41.0;PRCTA_G1M08;;V2.PR.CTA.G1M08;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1M08;RUA EDUARDO SPRADA; 707/723 - CAMPO COMPRIDO;Curitiba;-25.451.625;-49.320.211;Davi Zaneli Marchetti;ELENICE CONRAD;ASSOCIADO;Associado;Armário outdoor;;;TELXIUS;;;;;;;;
POINT (-49.22748 -25.48738);PR;41.0;PRCTA_G1M09;;V2.PR.CTA.G1M09;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1M09;RUA SIMÃO BRANTE; S/N - UBERABA;Curitiba;-2.548.738;-4.922.748;Davi Zaneli Marchetti;ELENICE CONRAD;ASSOCIADO;Associado;Armário outdoor;;;TELXIUS;;;;;;;;
POINT (-49.273611 -25.496111);PR;41.0;PRCTA_G1M10;;V2.PR.CTA.G1M10;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1M10;RODOVIA BR 116; 15739 ALTURA DO KM 103 - XAXIM;Curitiba;-25.496.111;-49.273.611;Davi Zaneli Marchetti;ELENICE CONRAD;ASSOCIADO;Associado;Armário outdoor;;;SBA;;;;;;;;
POINT (-49.254422 -25.5448);PR;41.0;PRCTA_G1M11;;V2.PR.CTA.G1M11;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1M11;RUA AGENOR ANTONIO RODRIGUES; LOTE 01 DA QUADRA 58 - SÍTIO CERCADO;Curitiba;-255.448;-49.254.422;Davi Zaneli Marchetti;ELENICE CONRAD;ASSOCIADO;Associado;Armário outdoor;;;SBA;;;;;;;;
POINT (-49.203586 -25.400255);PR;41.0;PRCTA_G1M12;;V2.PR.CTA.G1M12;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1M12;Rua Guaporé; 923 - Bairro Alto;Curitiba;-25.400.255;-49.203.586;Davi Zaneli Marchetti;ELENICE CONRAD;ASSOCIADO;Associado;Armário outdoor;;;TELXIUS;;;;;;;;
POINT (-49.321947 -25.476619);PR;41.0;PRCTA_G1M13;;V2.PR.CTA.G1M13;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1M13;Rua Carlos Klemtz; 182  - Fazendinha;Curitiba;-25.476.619;-49.321.947;Davi Zaneli Marchetti;ELENICE CONRAD;ASSOCIADO;Associado;Armário outdoor;;;BR TOWERS;;;;;;;;
POINT (-49.301703 -25.498094);PR;41.0;PRCTA_G1M14;;V2.PR.CTA.G1M14;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1M14;Rua Pedro Gusso; 711 (CCC Pedro Gusso) - Prédio da Pedro Gusso;Curitiba;-25.498.094;-49.301.703;Davi Zaneli Marchetti;ELENICE CONRAD;ASSOCIADO;Associado;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.362417 -25.464639);PR;41.0;PRCTA_G1M15;;V2.PR.CTA.G1M15;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1M15;Rua Maria Helena Brandão - LOTE 3; S/N;Curitiba;-25.464.639;-49.362.417;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ AV2;Custo Fixo;Armário indoor / Site de TX;;;VIVO;;;;;;;;
POINT (-49.344722 -25.444444);PR;41.0;PRCTA_G1M16;;V2.PR.CTA.G1M16;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;CURITIBA - EDUARDO SPRADA ;RUA EDUARDO SPRADA;4046;CURITIBA;-25.444.444;-49.344.722;Davi Zaneli Marchetti;ELENICE CONRAD;ASSOCIADO;Associado;Armário indoor / Site de TX;;;AMERICAN TOWER;;;;;;;;
POINT (-49.232402 -25.5099);PR;41.0;PRCTA_G1M88;;V2.PR.CTA.G1M88;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1M88;RUA DES. ANTONIO DE PAULA AO LADO DO Nº1606 - nº S/N;Curitiba;-255.099;-49.232.402;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ AV2;Custo Fixo;Armário indoor / Site de TX;;;ATC;;;;;;;;;
;PR;41.0;PRCTA_G1M89;;V2.PR.CTA.G1M89;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1M89;RUA URUGUAI;118;BACACHERI;82510-060;Curitiba;;;Davi Zaneli Marchetti;ELENICE CONRAD;ASSOCIADO;Sob demanda;Armário outdoor;;;VIVO;;;;;;
;PR;41.0;PRCTA_G1M90;;V2.PR.CTA.G1M90;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1M90;AVENIDA ANITA GARIBALDI;8658;BARREIRINHA;82220-000;Curitiba;;;Davi Zaneli Marchetti;ELENICE CONRAD;ASSOCIADO;Associado;Armário outdoor;;;SBA;;;;;;
;PR;41.0;PRCTA_G1M91;;V2.PR.CTA.G1M91;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1M91;RUA DAVID GERONASSO;1061;BOA VISTA;82560-360;Curitiba;;;Davi Zaneli Marchetti;ELENICE CONRAD;ASSOCIADO;Associado;Armário outdoor;;;ATC;;;;;;
;PR;41.0;PRCTA_G1M98;;V2.PR.CTA.G1M98;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1M98;RUA JOÃO BETTEGA; AO LADO DO POSTO ESSO;CIDADE INDUSTRIAL;81350-000;Curitiba;;;Davi Zaneli Marchetti;ELENICE CONRAD;ASSOCIADO;Associado;Armário outdoor;;;VIVO;;;;;;
POINT (-49.243278 -25.531556);PR;41.0;PRCTA_G1N93;;V2.PR.CTA.G1N93;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1N93;RUA FRANCISCO DEROSSO;5560;Curitiba;-25.531.556;-49.243.278;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ AV2;Custo Fixo;Armário indoor / Site de TX;;;ATC;;;;;;;;
;PR;41.0;PRCTA_G1N94;;V2.PR.CTA.G1N94;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1N94;RUA PAULO DE FRONTIN 636; CAJURU; 82940-070;Curitiba;;;Davi Zaneli Marchetti;ELENICE CONRAD;ASSOCIADO;Sob demanda;Armário outdoor;;;VIVO;;;;;;;
POINT (-49.327822 -25.564656);PR;41.0;PRCTA_G1N95;;V2.PR.CTA.G1N95;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;CURITIBA - TATUQUARA 2;R ANTONIO ZANON Nº 1.616;CURITIBA;-25.564.656;-49.327.822;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ AV2;Custo Fixo;Armário indoor / Site de TX;;;TELXIUS;;;;;;;;;
POINT (-49.337489 -25.58345);PR;41.0;PRCTA_G1N96;;V2.PR.CTA.G1N96;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;CURITIBA - CAMPO DE SANTANA 2;RUA MARCOS BERTOLDI;103;CURITIBA;-2.558.345;-49.337.489;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ AV2;Custo Fixo;Armário indoor / Site de TX;;;SBA;;;;;;;;
;PR;41.0;PRCTA_G1N97;;V2.PR.CTA.G1N97;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_G1N97;RUA ARTHUR MARTINS FRANCO;2294;CIDADE INDUSTRIAL;81350-110;Curitiba;;;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ AV2;Custo Fixo;Armário indoor / Site de TX;;;VIVO;;;;;;
;PR;41.0;PRCTA_LAB;;V2.PR.CTA.LAB;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_LAB;;Curitiba;;;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ AV2I;Custo Fixo;Armário indoor / Site de TX;;;;;;;;;;;;
;PR;41.0;PRCTA_LABA01;;V2.PR.CTA.LABA01;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_LABA01;;Curitiba;;;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ AV2I;Custo Fixo;Armário indoor / Site de TX;;;;;;;;;;;;
POINT (-49.30015 -25.434547);PR;41.0;PRCTA_O1A03;;V2.PR.CTA.O1A03;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A03;R. CEL. JOAQUIM IGNÁCIO TABORDA RIBAS; 611 - BIGORRILHO;Curitiba;-25.434.547;-4.930.015;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.306817 -25.434017);PR;41.0;PRCTA_O1A04;;V2.PR.CTA.O1A04;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A04;R. PADRE AGOSTINHO; 2800 - BIGORRILHO;Curitiba;-25.434.017;-49.306.817;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.300469 -25.431589);PR;41.0;PRCTA_O1A0B;;V2.PR.CTA.O1A0B;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A0B;R. PE. AGOSTINHO; 2260 - BIGORRILHO;Curitiba;-25.431.589;-49.300.469;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.252169 -25.419497);PR;41.0;PRCTA_O1A0D;;V2.PR.CTA.O1A0D;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A0D;R. JOSÉ DE ALENCAR; 1720 - ALTO DA RUA XV;Curitiba;-25.419.497;-49.252.169;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.280258 -25.43515);PR;41.0;PRCTA_O1A10;;V2.PR.CTA.O1A10;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A10;R. BRIGADEIRO FRANCO; 1703 - CENTRO;Curitiba;-2.543.515;-49.280.258;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.293856 -25.451328);PR;41.0;PRCTA_O1A11;;V2.PR.CTA.O1A11;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A11;Rua Carneiro Lobo; 239 - BATEL;Curitiba;-25.451.328;-49.293.856;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.277356 -25.443644);PR;41.0;PRCTA_O1A14;;V2.PR.CTA.O1A14;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A14;R. BUENOS AIRES; 744 - ÁGUA VERDE;Curitiba;-25.443.644;-49.277.356;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.253083 -25.434261);PR;41.0;PRCTA_O1A15;;V2.PR.CTA.O1A15;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A15;R. ATÍLIO BORIO; 103 - CRISTO REI;Curitiba;-25.434.261;-49.253.083;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.256969 -25.411056);PR;41.0;PRCTA_O1A16;;V2.PR.CTA.O1A16;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A16;AV. ANITA GARIBALDI; 67 - JUVEVÊ;Curitiba;-25.411.056;-49.256.969;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.284406 -25.443689);PR;41.0;PRCTA_O1A17;;V2.PR.CTA.O1A17;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A17;AV. SETE DE SETEMBRO; 4814 - BATEL;Curitiba;-25.443.689;-49.284.406;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.288361 -25.442925);PR;41.0;PRCTA_O1A18;;V2.PR.CTA.O1A18;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A18;AV. BATEL 1665 - BATEL;Curitiba;-25.442.925;-49.288.361;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;;
POINT (-49.296667 -25.473583);PR;41.0;PRCTA_O1A1I;;V2.PR.CTA.O1A1I;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A1I;R. LAURO WOLF VALENTE; 208 - PORTÃO;Curitiba;-25.473.583;-49.296.667;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.288911 -25.468517);PR;41.0;PRCTA_O1A1M;;V2.PR.CTA.O1A1M;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A1M;R. MORRETES; 383 - ÁGUA VERDE;Curitiba;-25.468.517;-49.288.911;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.259375 -25.414561);PR;41.0;PRCTA_O1A1S;;V2.PR.CTA.O1A1S;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A1S;Rua Alberto Bolliger; 810 - JUVEVÊ;Curitiba;-25.414.561;-49.259.375;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.290286 -25.457067);PR;41.0;PRCTA_O1A1W;;V2.PR.CTA.O1A1W;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A1W;R. CÂNDIDO XAVIER; 1194 - PORTÃO;Curitiba;-25.457.067;-49.290.286;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.291319 -25.445231);PR;41.0;PRCTA_O1A21;;V2.PR.CTA.O1A21;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A21;AV. VISCONDE DE GUARAPUAVA; 5354 - BATEL;Curitiba;-25.445.231;-49.291.319;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.283242 -25.435303);PR;41.0;PRCTA_O1A22;;V2.PR.CTA.O1A22;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A22;R. VICENTE MACHADO;702 - CENTRO;Curitiba;-25.435.303;-49.283.242;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.247103 -25.405253);PR;41.0;PRCTA_O1A24;;V2.PR.CTA.O1A24;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A24;R. AMAZONAS MARCONDES; 09 - CABRAL;Curitiba;-25.405.253;-49.247.103;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.330567 -25.435786);PR;41.0;PRCTA_O1A2X;;V2.PR.CTA.O1A2X;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A2X;Rua Professor Pedro Viriato Parigot de Souza; 2314 - MOSSUNGUÊ;Curitiba;-25.435.786;-49.330.567;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.332919 -25.437983);PR;41.0;PRCTA_O1A2Z;;V2.PR.CTA.O1A2Z;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A2Z;Rua Francisco Juglair; 628 - MOSSUNGUÊ;Curitiba;-25.437.983;-49.332.919;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
